SampleID,Species,Latitude,Longitude,Altitude_m,Datum,Date,Seed,Collectors,Location,Comments,Trip_comments,Reads,Theoretical_coverage
NSW0682,Eucalyptus melliodora,-36.87820162,145.5925634,270.975342,WGS84,25-NOV-19 3:49:11PM,Y,Helen Bothwell & Kevin Murray,,Lots of 5-valved fruit,,,
NSW0685,Eucalyptus melliodora,-36.98823111,145.6909403,364.222534,WGS84,25-NOV-19 4:43:20PM,Y,Helen Bothwell & Kevin Murray,,"V tall forest, many 4/5-valved fruits but quite small, 7 axial inflor, perfect ovate leaves ",,,
NSW0687,Eucalyptus melliodora,-36.99042851,145.9890424,336.344482,WGS84,25-NOV-19 5:42:26PM,Y,Helen Bothwell & Kevin Murray,,"Perfect ovate leaves, 7 axial inflor, heaps of 5-valved fruit, a couple flowers",,,
NSW0689,Eucalyptus melliodora,-36.82334994,146.0078204,252.229736,WGS84,25-NOV-19 6:25:11PM,Y,Helen Bothwell & Kevin Murray,,"Old monster, ~10 5-valved fruits, 7 axial inflor",,,
NSW0690,Eucalyptus melliodora,-36.74976647,145.9841084,219.064453,WGS84,25-NOV-19 6:38:47PM,Y,Helen Bothwell & Kevin Murray,,"Huge old Emel, heaps of fruit, 5/6-valved, flowering in 7s",,,
NSW0693,Eucalyptus tricarpa,-36.65700881,145.9723619,191.907471,WGS84,25-NOV-19 7:03:24PM,Y,Helen Bothwell & Kevin Murray,,"Pink flowers, huge fruits in 3-4s, 5-valved, leaves v large and very green",,,
NSW0696,Eucalyptus sideroxylon,-36.25227026,146.2403332,154.175903,WGS84,26-NOV-19 10:27:42AM,Y,Helen Bothwell & Kevin Murray,,"Close to NSW0695 but has fruit and healthier looking, perfect Esid leaves, fruits in clusters of 3/4/5",,,
NSW0698,Eucalyptus sideroxylon ?,-36.24428691,146.1827203,234.445435,WGS84,26-NOV-19 10:55:57AM,N,Helen Bothwell & Kevin Murray,,"Dead flowers in 3s, leaves a bit smaller than most Esid, v tall tree",,,
NSW0700,Eucalyptus sideroxylon,-36.24574788,146.1546351,227.475952,WGS84,26-NOV-19 11:10:49AM,Y,Helen Bothwell & Kevin Murray,,"Some fruits in 3s, 6-valved, good leaves",,,
NSW0701,Eucalyptus sideroxylon,-36.23739875,146.1312255,197.19458,WGS84,26-NOV-19 11:23:03AM,Y,Helen Bothwell & Kevin Murray,,"Some fruit, in 7s!",,,
NSW0703,Eucalyptus sideroxylon,-36.20948324,146.1312206,191.186523,WGS84,26-NOV-19 11:44:57AM,Y,Helen Bothwell & Kevin Murray,,"Some fruits, bundles of at least 5",,,
NSW0704,Eucalyptus sideroxylon,-36.19781404,146.1311256,177.487793,WGS84,26-NOV-19 11:52:51AM,Y,Helen Bothwell & Kevin Murray,,"Several fruits, bundles of 3-5",,,
NSW0706,Eucalyptus melliodora,-36.13261021,146.2054179,129.662598,WGS84,26-NOV-19 12:30:44PM,Y,Helen Bothwell & Kevin Murray,,"Many 5-valved fruits, TONS of flowers in 7s",,,
NSW0713,Eucalyptus melliodora,-36.2500022,146.3146025,152.013062,WGS84,26-NOV-19 1:58:23PM,Y,Helen Bothwell & Kevin Murray,,"Floweing, TONS of fruit!",,,
NSW0725,Eucalyptus melliodora,-36.4303427,146.5481197,200.799561,WGS84,26-NOV-19 4:48:34PM,Y,Helen Bothwell & Kevin Murray,,"HUGE old Emel, fruits, flowering, 7 axial inflor",,,
NSW0729,Eucalyptus melliodora,-36.47405047,146.6355561,223.630737,WGS84,26-NOV-19 5:25:41PM,Y,Helen Bothwell & Kevin Murray,,"Many 5-valved fruits, flowering, 7 axial inflor",,,
NSW0731,Eucalyptus melliodora,-36.44887978,146.6900036,334.662231,WGS84,27-NOV-19 12:11:18PM,Y,Helen Bothwell & Kevin Murray,,"Lots of 5/6-valved fruits, flowering",,,
NSW0734,Eucalyptus melliodora,-36.40131961,146.6911364,565.376953,WGS84,27-NOV-19 12:36:56PM,Y,Helen Bothwell & Kevin Murray,,"Big old Emel, v productive, lots of 4/5/6-valved fruit, 7 axial inflor., perfect gray-green ovate leaves",,,
NSW0735,Eucalyptus sideroxylon,-36.10311831,146.6144493,234.205078,WGS84,27-NOV-19 1:40:34PM,N,Helen Bothwell & Kevin Murray,,"Leaves only, lots of Esid around but all v tall in forest, no seed, leaves real ragged, holes and black necrosis",,,
NSW0740,Eucalyptus melliodora,-35.9435879,146.5794818,149.369385,WGS84,27-NOV-19 2:35:47PM,Y,Helen Bothwell & Kevin Murray,,"Huge old Emel, lots of 4/5 fruits and juv fruits, done flowering, 7 axial inflor",,,
NSW0741,Eucalyptus melliodora,-35.87308243,146.5445732,150.330688,WGS84,27-NOV-19 2:52:33PM,Y,Helen Bothwell & Kevin Murray,,"Big old Emel, TONS of 5-valved fruits, flowering",,,
NSW0747,Eucalyptus melliodora,-35.76691481,146.5847807,183.976563,WGS84,27-NOV-19 4:12:47PM,Y,Helen Bothwell & Kevin Murray,,Plenty of 5/6-valved fruits,,,
NSW0749,Eucalyptus melliodora,-35.7650464,146.6406681,186.860474,WGS84,27-NOV-19 4:35:51PM,Y,Helen Bothwell & Kevin Murray,,"SUPER productive, fruits mostly 5-valved, some 6, flowering",,,
